,tweet_source,tweet_text,tweet_date,tweet_vader_score,tweet_pos_score,tweet_neu_score,tweet_neg_score
34,CNN,Republican Paul Ryan is re-elected speaker of the House; Democrat Nancy Pelosi is re-elected minority leader… https://t.co/i0Mb1aTDOV,Tue Jan 03 19:19:15 +0000 2017,0.0,0.0,1.0,0.0
35,CNN,RT @CNNPolitics: Joe Biden is on the Hill for the ceremonial swearing-in of senators. Watch the first day of Congress live: https://t.co/kr…,Tue Jan 03 19:16:49 +0000 2017,0.0,0.0,1.0,0.0
36,CNN,This hero 2-year-old boy saved his twin brother after their dresser fell on him while they were playing… https://t.co/kOiLEeleNr,Tue Jan 03 19:14:31 +0000 2017,0.7506,0.274,0.726,0.0
37,CNN,House Minority Leader Nancy Pelosi introduces Speaker Paul Ryan at the first meeting of the 115th Congress https://t.co/knMBrUWjBV,Tue Jan 03 19:13:35 +0000 2017,0.0,0.0,1.0,0.0
38,CNN,RT @CNNPolitics: Paul Ryan is greeted by House members after being re-elected as speaker of the House https://t.co/wrcQr13ciG https://t.co/…,Tue Jan 03 19:09:29 +0000 2017,0.2732,0.104,0.896,0.0
39,CNN,"Senate Republicans file a budget resolution, taking the first step to repeal Obamacare https://t.co/xPKrWeoS3Y https://t.co/rd1EQ4RMkE",Tue Jan 03 19:07:00 +0000 2017,0.0,0.0,1.0,0.0
40,BBC News (World),Trump inauguration: Clintons and Bushes to attend ceremony https://t.co/SJrW3ZuR6v,Tue Jan 03 20:12:35 +0000 2017,0.0,0.0,1.0,0.0
41,BBC News (World),Vatican McDonald's divides opinion https://t.co/y1zkQ6jpdI,Tue Jan 03 19:41:06 +0000 2017,0.0,0.0,1.0,0.0
42,BBC News (World),Anchor Megyn Kelly to join NBC after 12 years with Fox News https://t.co/I2OQ0q1wbm,Tue Jan 03 19:41:06 +0000 2017,0.296,0.155,0.845,0.0
43,BBC News (World),Two year old rescues twin brother from fallen dresser https://t.co/ijdCkCNamC,Tue Jan 03 18:53:52 +0000 2017,-0.0516,0.18,0.625,0.195
44,BBC News (World),Hitler's diatribe https://t.co/3QJR6Diow1,Tue Jan 03 18:13:29 +0000 2017,0.0,0.0,1.0,0.0
45,BBC News (World),Son of murdered Pakistani governor may face charges over 'offensive' video https://t.co/FjB96w0GP8,Tue Jan 03 17:50:51 +0000 2017,-0.7579,0.0,0.606,0.394
46,BBC News (World),Gambia's electoral commission chief 'goes into hiding' https://t.co/V4KbbN6AdD,Tue Jan 03 17:39:35 +0000 2017,-0.296,0.0,0.761,0.239
47,BBC News (World),Wife of jailed Iranian activist Arash Sadeghi freed https://t.co/L8ePXa6YDi,Tue Jan 03 17:39:35 +0000 2017,-0.128,0.209,0.543,0.248
48,BBC News (World),"RT @BBCBreaking: Republicans in House of Representatives to drop plans to weaken ethics watchdog, sources tell US media

https://t.co/Gi5NK…",Tue Jan 03 17:20:50 +0000 2017,-0.5994,0.0,0.776,0.224
49,BBC News (World),Fireworks explode after lorry overturns in China https://t.co/YWBT1gWmSE,Tue Jan 03 16:59:25 +0000 2017,0.0,0.0,1.0,0.0
50,BBC News (World),Istanbul attack: Inside Reina nightclub https://t.co/z3igghHqEp,Tue Jan 03 16:59:25 +0000 2017,-0.4767,0.0,0.617,0.383
51,BBC News (World),"Owners plan to re-open #Reina nightclub in Istanbul where 39 were killed in new year attack 
Latest:… https://t.co/gg230LRsF1",Tue Jan 03 16:42:28 +0000 2017,-0.8225,0.0,0.678,0.322
52,BBC News (World),Deciphering Donald https://t.co/WNCNf6xpF9,Tue Jan 03 16:41:24 +0000 2017,0.0,0.0,1.0,0.0
53,BBC News (World),Ford Motors cancels $1.6bn Mexico plant https://t.co/jQH6dsFCjg,Tue Jan 03 16:34:33 +0000 2017,-0.2263,0.0,0.759,0.241
54,BBC News (World),"#NotAllMen trends after reports of ""mass molestation"" of women in Bangalore, India
 https://t.co/kOk2MlAqBK https://t.co/Y6QtOdnOqn",Tue Jan 03 15:56:12 +0000 2017,-0.4404,0.0,0.818,0.182
55,BBC News (World),RT @BBCTech: CES 2017: Lightbulb streams video to the internet https://t.co/prXn8CMYEZ,Tue Jan 03 15:47:25 +0000 2017,0.0,0.0,1.0,0.0
56,BBC News (World),"RT @BBCNewsUS: Welcome #BackToWork everyone! 
And your tweets are hilarious...
https://t.co/O0goamPm5V https://t.co/tOFTKGvLHY",Tue Jan 03 15:29:08 +0000 2017,0.5093,0.23,0.77,0.0
57,BBC News (World),RT @BBCBreaking: President-elect Trump says Republicans wrong to prioritise move to limit power of Congress ethics watchdog https://t.co/KR…,Tue Jan 03 15:15:10 +0000 2017,-0.4767,0.0,0.846,0.154
58,BBC News (World),"RT @BBCNewsUS: Republican leaders in the House have voted to weaken the Office of Congressional Ethics
Here's what that means: https://t.co…",Tue Jan 03 15:13:15 +0000 2017,-0.4215,0.0,0.877,0.123
59,BBC News (World),"RT @BBC_WHYS: Three reasons why you should ignore work emails at home, according to a social futurist https://t.co/LCNySgCFQ7",Tue Jan 03 14:54:03 +0000 2017,-0.3612,0.0,0.865,0.135
60,CBS News,George W. Bush and wife Laura will attend Donald Trump's inauguration https://t.co/zC2NBUpyda https://t.co/UIpYqa7cQQ,Tue Jan 03 20:15:01 +0000 2017,0.0,0.0,1.0,0.0
61,CBS News,How a baby's accidental fall off a changing table ended up saving his life https://t.co/VunFOPaCVc https://t.co/glBYzwo4rE,Tue Jan 03 20:00:03 +0000 2017,-0.0772,0.0,0.909,0.091
62,CBS News,"MORE: After bruising general election fight, Clintons to attend Donald Trump's inauguration https://t.co/Gis1SU6RiU https://t.co/ifmeHtiAwa",Tue Jan 03 19:46:44 +0000 2017,-0.3818,0.0,0.833,0.167
63,CBS News,"Speaker Paul Ryan to constituents, Americans: ""We hear you, we will do right by you, and we will deliver.""… https://t.co/S3gtfyHgDU",Tue Jan 03 19:27:31 +0000 2017,0.0,0.0,1.0,0.0
64,CBS News,"""Who here among us does not want to open wide the door to opportunity?"" Speaker Paul Ryan asks of 115th Congress:… https://t.co/7RtDao6sql",Tue Jan 03 19:25:58 +0000 2017,-0.0572,0.0,0.945,0.055
65,CBS News,"""Today, as one body, we pledge allegiance to one flag -- the red, the white and the blue,"" Speaker Paul Ryan says:… https://t.co/bAIdJ8O0yO",Tue Jan 03 19:23:51 +0000 2017,0.0,0.0,1.0,0.0
66,CBS News,"JUST IN: Former presidential candidate Hillary Clinton and former Pres. Bill Clinton to attend Trump inauguration, CBS News confirms.",Tue Jan 03 19:21:00 +0000 2017,0.0,0.0,1.0,0.0
67,CBS News,"""We will stand our ground wherever in good conscience we must,"" Rep. Nancy Pelosi says of House Democrats:… https://t.co/ZCqapMoU8B",Tue Jan 03 19:16:44 +0000 2017,0.4404,0.139,0.861,0.0
68,CBS News,"""We surely have distinct political identities...but above all, we are all Americans,"" Nancy Pelosi says:… https://t.co/BQKhGQ17h1",Tue Jan 03 19:10:10 +0000 2017,0.4404,0.162,0.838,0.0
69,CBS News,WATCH LIVE: Paul Ryan is re-elected as House speaker; Ryan to speak soon https://t.co/J54RiABFFl https://t.co/5Vdf6QIrUw,Tue Jan 03 19:04:35 +0000 2017,0.0,0.0,1.0,0.0
70,CBS News,"Singer Rebecca Ferguson wants to perform ""Strange Fruit,"" a famous song about racism, at Trump's inauguration… https://t.co/Hg3iu9yaHn",Tue Jan 03 19:00:02 +0000 2017,-0.7096,0.0,0.704,0.296
71,CBS News,"MyPillow, company that allows you to customize your own pillow, just got downgraded by the Better Business Bureau… https://t.co/k2kzk4Y7TI",Tue Jan 03 18:45:01 +0000 2017,0.4404,0.139,0.861,0.0
72,CBS News,"Joely Fisher on her sister, ""You all lost Princess Leia and Carrie Fisher; I lost my hero, my mentor, my mirror”… https://t.co/EDnBxWSNrb",Tue Jan 03 18:30:01 +0000 2017,0.0,0.137,0.687,0.176
73,CBS News,Oprah says she'll miss the Obama's annual Christmas card &amp; the symbolism it had to her as an African American woman… https://t.co/mGzG6nGdRb,Tue Jan 03 18:02:45 +0000 2017,-0.1531,0.0,0.929,0.071
74,CBS News,Oprah reflects on First Family's legacy and her recent interview with Michelle Obama  https://t.co/t1Aiewn7kV https://t.co/wqnhHsZTdw,Tue Jan 03 17:55:16 +0000 2017,0.0,0.0,1.0,0.0
75,CBS News,MORE: House GOP withdraws effort that would have stripped ethics watchdog of its power after facing backlash… https://t.co/l1A4nkri3p,Tue Jan 03 17:41:40 +0000 2017,0.0,0.0,1.0,0.0
76,CBS News,JUST IN: House GOP ends effort to weaken Office of Congressional Ethics https://t.co/UJZTaoxA50 https://t.co/FmdeX97TxA,Tue Jan 03 17:24:56 +0000 2017,-0.4215,0.0,0.823,0.177
77,CBS News,Ford cancels Mexico plant and announces investment in Michigan. Its CEO says the move is unrelated to Trump's tweet… https://t.co/hArqwR0Ix5,Tue Jan 03 17:22:01 +0000 2017,-0.2263,0.0,0.909,0.091
78,CBS News,Singer Rebecca Ferguson says she'll perform at Trump's inauguration -- there's just one condition… https://t.co/jxxoad08PH,Tue Jan 03 17:11:01 +0000 2017,0.0,0.0,1.0,0.0
79,CBS News,"As the 115th Congress is sworn in Tuesday, GOP lawmakers target key Obama initiatives https://t.co/YgybTMTbMX https://t.co/PkZpgy9UXV",Tue Jan 03 16:51:01 +0000 2017,0.0,0.0,1.0,0.0
80,The New York Times,Is your workout getting you nowhere? Maybe you’re a non-responder. https://t.co/uv6TSN3lLW,Tue Jan 03 20:15:10 +0000 2017,0.0,0.0,1.0,0.0
81,The New York Times,New year. New commute. New subway. https://t.co/t9bSnJNAO5,Tue Jan 03 19:55:05 +0000 2017,0.0,0.0,1.0,0.0
82,The New York Times,"RT @EllenBarryNYT: Tale of two teenaged whistleblowers who reached out to the U.S. government to describe a sprawling, intricate scam. http…",Tue Jan 03 19:45:02 +0000 2017,-0.4019,0.127,0.717,0.156
83,The New York Times,"What it's like to be a hockey organist, in 360° https://t.co/BbxKuix08M #Daily360 https://t.co/YXdz2Jr6nO",Tue Jan 03 19:30:14 +0000 2017,0.3612,0.185,0.815,0.0
84,The New York Times,Paul Ryan will continue to lead the House as it heads into an era of unified Republican government https://t.co/26OwqkgOFQ,Tue Jan 03 19:15:04 +0000 2017,0.3818,0.126,0.874,0.0
85,The New York Times,"President Obama's current mission: Save the Affordable Care Act
https://t.co/HhwCG79Ykk",Tue Jan 03 18:59:02 +0000 2017,0.7506,0.444,0.556,0.0
86,The New York Times,"Obama's vision of health care: Not just covering the uninsured, but also changing the way care is delivered https://t.co/JkzyzNM474",Tue Jan 03 18:45:02 +0000 2017,0.7845,0.331,0.669,0.0
87,The New York Times,One of Germany’s best sellers last year? An annotated version of Adolf Hitler’s “Mein Kampf.” https://t.co/APMWbeRQrs,Tue Jan 03 18:30:09 +0000 2017,0.6369,0.219,0.781,0.0
88,The New York Times,"How ""elites"" became one of the nastiest epithets in American politics https://t.co/CBHGzgzLZt via @nytmag",Tue Jan 03 18:20:06 +0000 2017,-0.5267,0.0,0.793,0.207
89,The New York Times,What does Trump know about who hacked the presidential election? Tuesday may be the day the world finds out. https://t.co/mw2isUmPxs,Tue Jan 03 18:09:06 +0000 2017,-0.4019,0.0,0.876,0.124
90,The New York Times,"Donald Trump has vowed to deport millions. To do so, experts say they expect the return of home and workplace raids. https://t.co/rmJ4JP8ANX",Tue Jan 03 18:00:23 +0000 2017,0.0,0.0,1.0,0.0
91,The New York Times,"Fox News is losing Megyn Kelly. She will move to NBC, where she will have her own daytime and weekend shows. https://t.co/hGhS9pHsw9",Tue Jan 03 17:36:02 +0000 2017,-0.3818,0.0,0.89,0.11
92,The New York Times,Breaking News: Megyn Kelly has decided to leave Fox News to take on a new role at NBC News https://t.co/046RDVozxY,Tue Jan 03 17:34:51 +0000 2017,-0.0516,0.0,0.938,0.062
93,The New York Times,"House Republicans reversed their plan to gut an ethics office, after intense criticism from Donald Trump and others https://t.co/uEKFLtkwaM",Tue Jan 03 17:33:03 +0000 2017,-0.3818,0.061,0.802,0.137
94,The New York Times,Breaking News: House Republicans reversed course and withdrew a plan to gut an ethics office https://t.co/DK0vXxYQD6,Tue Jan 03 17:28:00 +0000 2017,0.0,0.0,1.0,0.0
95,The New York Times,"RT @nytpolitics: Trump picked Robert Lighthizer, a trade lawyer who has argued in favor of protectionist policies, as his trade rep. https:…",Tue Jan 03 17:22:02 +0000 2017,0.0516,0.112,0.785,0.103
96,The New York Times,"Pharrell Williams has been deeply involved with ""Hidden Figures,"" a film he cares about profoundly https://t.co/UpMHThHXrG",Tue Jan 03 17:15:05 +0000 2017,0.4588,0.176,0.824,0.0
97,The New York Times,"RT @nytopinion: To stop Trump, Democrats should act like the Tea Party: organize locally and play defense https://t.co/lvV0gLHSIl https://t…",Tue Jan 03 16:59:06 +0000 2017,0.7096,0.36,0.553,0.087
98,The New York Times,"What the House Republicans' vote to gut the ethics office means, and what happens next https://t.co/CGOEQD6TYu",Tue Jan 03 16:45:06 +0000 2017,0.0,0.0,1.0,0.0
99,The New York Times,A handful of Republicans and liberal ethics activists wrote a letter to Trump urging him to sell his business assets https://t.co/Jf6v63O5ez,Tue Jan 03 16:25:06 +0000 2017,0.1779,0.086,0.914,0.0
100,Fox News,'I didn't expect this': Homeowners cope with damage after deadly storms strike Southeast  https://t.co/vFui7Huv3d… https://t.co/WzYokczhZg,Tue Jan 03 20:16:02 +0000 2017,-0.5719,0.0,0.734,0.266
101,Fox News,RT @Fox411: Why @megynkelly is leaving @FoxNews for NBC https://t.co/4tcuwKxg73 @HowardKurtz https://t.co/N3WpDgO8KP,Tue Jan 03 20:15:21 +0000 2017,0.0,0.0,1.0,0.0
102,Fox News,Governor calls for free tuition at New York public colleges https://t.co/3hpTbbvaEN,Tue Jan 03 20:01:02 +0000 2017,0.5106,0.248,0.752,0.0
103,Fox News,Oops! It turns out @amazon's Alexa mistook the 6 y.o.'s conversation about cookies and a dollhouse for an order.… https://t.co/43C9oMejl9,Tue Jan 03 19:56:26 +0000 2017,0.0,0.0,1.0,0.0
104,Fox News,Woman once accused of faking abduction defends herself to online harassers https://t.co/6KunInzOOs,Tue Jan 03 19:49:01 +0000 2017,-0.9118,0.0,0.388,0.612
105,Fox News,RT @foxnewshealth: Mom spends holidays with teen who received son's donated heart https://t.co/KbzL11LWx1 https://t.co/xtwZGTHZfJ,Tue Jan 03 19:47:12 +0000 2017,0.3818,0.167,0.833,0.0
106,Fox News,Injured dog stranded on train tracks protected by furry friend  https://t.co/cUKpraljQ6,Tue Jan 03 19:37:01 +0000 2017,0.5267,0.363,0.476,0.161
107,Fox News,Hospital patient angry over long wait time fires pistol; deputies shoot him  https://t.co/Nv0VEtNpPF,Tue Jan 03 19:28:01 +0000 2017,-0.6908,0.0,0.659,0.341
108,Fox News,"""We must never shy away from making progress for the American people, wherever we can."" - @SpeakerRyan https://t.co/5spd3xVSj3",Tue Jan 03 19:27:21 +0000 2017,0.5484,0.232,0.768,0.0
109,Fox News,"""We will honor you because you have honored us. We take this sacred trust seriously.""  - @SpeakerRyan",Tue Jan 03 19:23:56 +0000 2017,0.8834,0.442,0.558,0.0
110,Fox News,"""I want to say to the America people, 'We hear you. We will do right by you and we will deliver.'"" - @SpeakerRyan https://t.co/aNWZYfEq4I",Tue Jan 03 19:23:34 +0000 2017,0.0772,0.056,0.944,0.0
111,Fox News,".@SpeakerRyan ""They've suffered quietly...but now they have let out a great roar. Now we...must listen.""",Tue Jan 03 19:22:32 +0000 2017,0.2263,0.212,0.622,0.166
112,Fox News,"""It's no secret that millions and millions of Americans...are deeply dissatisfied with their current situation."" -… https://t.co/1iiIS8EfJh",Tue Jan 03 19:21:33 +0000 2017,-0.624,0.0,0.747,0.253
113,Fox News,Re-elected @SpeakerRyan addresses the House. Tune in to Fox News Channel now for live coverage. https://t.co/8cp5xT5KZR,Tue Jan 03 19:18:22 +0000 2017,0.0,0.0,1.0,0.0
114,Fox News,Breaking News: @PRyan has been re-elected House speaker. https://t.co/cFojBGzZww,Tue Jan 03 19:02:40 +0000 2017,0.0,0.0,1.0,0.0
115,Fox News,RT @foxnewshealth: Cured meats linked to worsening asthma symptoms  https://t.co/I0T6BU1VUF https://t.co/vvxDgukrZA,Tue Jan 03 18:46:42 +0000 2017,-0.4588,0.0,0.769,0.231
116,Fox News,Child's body found in Colorado pond during hunt for missing 6-year-old boy https://t.co/BjIvYEFqwq,Tue Jan 03 18:46:14 +0000 2017,-0.296,0.0,0.845,0.155
117,Fox News,JUST IN: @MegynKelly leaving Fox News for new role at NBC https://t.co/Oh1UhiObnZ,Tue Jan 03 18:37:35 +0000 2017,0.0,0.0,1.0,0.0
118,Fox News,RT @Fox411: Is an #XFactor2016 star aligning for the @realDonaldTrump inauguration?  https://t.co/EpokAsfFNG https://t.co/57TiEih4ZA,Tue Jan 03 18:07:32 +0000 2017,0.0,0.0,1.0,0.0
119,Fox News,"TONIGHT, 10pm ET: Don't miss @SeanHannity's exclusive interview with @WikiLeaks founder Julian Assange. https://t.co/2aJknGDn9m",Tue Jan 03 17:50:51 +0000 2017,0.0191,0.097,0.81,0.092
120,CNN,"Sen. Chuck Schumer: I wish we hadn't triggered the ""nuclear option"" https://t.co/DVrC0UuuhE https://t.co/wwMhXcXu0b",Tue Jan 03 20:15:02 +0000 2017,0.4019,0.197,0.803,0.0
121,CNN,"#StarWars' Mark Hamill remembers his ""funny"" and ""outspoken"" friend Carrie Fisher: ""It's like we were a family""… https://t.co/Rx5tfcaeYV",Tue Jan 03 20:05:02 +0000 2017,0.6908,0.275,0.725,0.0
122,CNN,The NAACP stages a sit-in at Jeff Sessions' office to protest his nomination as US attorney general… https://t.co/EKBxrxrYNZ,Tue Jan 03 19:57:28 +0000 2017,-0.25,0.0,0.889,0.111
123,CNN,"RT @CNNPolitics: Paul Ryan to fellow Republicans: ""This is a once in a lifetime opportunity"" https://t.co/wrcQr13ciG https://t.co/emt5IcoEXE",Tue Jan 03 19:43:05 +0000 2017,0.4215,0.167,0.833,0.0
124,CNN,"Bill and Hillary Clinton to attend Donald Trump's inauguration, their aides say; George W. Bush and Laura Bush too… https://t.co/BpN8MFb3jD",Tue Jan 03 19:39:39 +0000 2017,0.0,0.0,1.0,0.0
125,CNN,Speaker Paul Ryan swears in the 115th US Congress https://t.co/kuEvREA32s https://t.co/QeUpwDskjc,Tue Jan 03 19:33:23 +0000 2017,0.0516,0.107,0.893,0.0
126,CNN,Paul Ryan takes his oath as Speaker of the House https://t.co/UYpqI3esEb https://t.co/2fbyqLtxYe,Tue Jan 03 19:31:08 +0000 2017,0.0,0.0,1.0,0.0
127,CNN,"Paul Ryan to Democrats: ""I promise to hear you out and let you have your say"" https://t.co/yfgzFuAgWt https://t.co/hXdrohyQed",Tue Jan 03 19:30:28 +0000 2017,0.3182,0.119,0.881,0.0
128,CNN,"Chrysler unveils minivan for millennials, complete with custom lighting, selfie cameras, and facial recognition… https://t.co/MLcrAJJAUp",Tue Jan 03 19:28:57 +0000 2017,0.0,0.0,1.0,0.0
129,CNN,"Speaker Paul Ryan remarks on unified government: ""You can feel the winds of change"" https://t.co/UYpqI3esEb https://t.co/qWwPFlxrBN",Tue Jan 03 19:28:10 +0000 2017,0.3818,0.148,0.852,0.0
130,CNN,"Speaker Paul Ryan: ""We hear you. We will do right by you. And we will deliver."" https://t.co/UYpqI3esEb https://t.co/2V4ArLwcVp",Tue Jan 03 19:23:11 +0000 2017,0.0,0.0,1.0,0.0
131,CNN,"Nancy Pelosi: We cannot allow our democracy ""to be subverted by the dark operations of a foreign regime"" https://t.co/IkWYXtGKxz",Tue Jan 03 19:21:49 +0000 2017,-0.1695,0.0,0.911,0.089
132,CNN,"Facebook banned this image of the Roman god Neptune in Bologna, Italy for being ""explicitly sexual""… https://t.co/GwXfPGwiOB",Tue Jan 03 19:21:01 +0000 2017,-0.2263,0.104,0.746,0.149
133,CNN,RT @CNNPolitics: Speaker Paul Ryan speaks at the beginning of the 115th Congress. Join in on #FacebookLive: https://t.co/1aPuCOwm4G https:/…,Tue Jan 03 19:20:12 +0000 2017,0.296,0.109,0.891,0.0
134,CNN,Republican Paul Ryan is re-elected speaker of the House; Democrat Nancy Pelosi is re-elected minority leader… https://t.co/i0Mb1aTDOV,Tue Jan 03 19:19:15 +0000 2017,0.0,0.0,1.0,0.0
135,CNN,RT @CNNPolitics: Joe Biden is on the Hill for the ceremonial swearing-in of senators. Watch the first day of Congress live: https://t.co/kr…,Tue Jan 03 19:16:49 +0000 2017,0.0,0.0,1.0,0.0
136,CNN,This hero 2-year-old boy saved his twin brother after their dresser fell on him while they were playing… https://t.co/kOiLEeleNr,Tue Jan 03 19:14:31 +0000 2017,0.7506,0.274,0.726,0.0
