,tweet_source,tweet_text,tweet_date,tweet_vader_score,tweet_pos_score,tweet_neu_score,tweet_neg_score
18,Fox News,Can you guess @JennaLeeUSA’s New Year’s resolution? It looks interesting! #FoxNews2017 https://t.co/wVnudKRjx4,Sat Dec 31 18:25:59 +0000 2016,0.4574,0.214,0.786,0.0
19,Fox News,RT @GriffJenkins: Get Ready... #FoxNews2017 @wildhorseTN @FoxNews #nashville https://t.co/zWOPxHh86A,Sat Dec 31 18:24:25 +0000 2016,0.0,0.0,1.0,0.0
20,CNN,"China will ban ivory trade by end of 2017, a move that could save African elephants from extinction:… https://t.co/JTpouBChF3",Sat Dec 31 19:30:01 +0000 2016,-0.1027,0.14,0.702,0.158
21,CNN,Vermont utility finds alleged Russian malware on computer https://t.co/e3cZaFev79 https://t.co/vq2QkSymRZ,Sat Dec 31 19:12:33 +0000 2016,0.0,0.0,1.0,0.0
22,CNN,What New Year's Eve celebrations look like around the world https://t.co/kpruPNanau,Sat Dec 31 19:00:02 +0000 2016,0.3612,0.2,0.8,0.0
23,CNN,"The US military is warning against the danger of troops over-consuming energy drinks, saying it could be harmful… https://t.co/Tv6CVMMFwD",Sat Dec 31 18:30:01 +0000 2016,-0.5719,0.088,0.669,0.243
24,CNN,"As the clock strikes midnight around the globe, major cities are ringing in the new year with fireworks and celebra… https://t.co/xiqJG7ggEZ",Sat Dec 31 18:14:49 +0000 2016,-0.3612,0.0,0.889,0.111
25,CNN,https://t.co/qqljMsmH6L,Sat Dec 31 18:14:07 +0000 2016,0.0,0.0,1.0,0.0
26,CNN,"RT @CNNConnect: “No more politics, let’s get back to the joy.” Music legend @QuincyDJones shares his #NewYearsResolution w/ @BeckyCNN. http…",Sat Dec 31 18:04:01 +0000 2016,0.296,0.104,0.896,0.0
27,CNN,Donald Trump will say goodbye to 2016 alongside 800 paying guests at his Mar-a-Lago estate Saturday… https://t.co/6B2tBG2ICG,Sat Dec 31 17:53:30 +0000 2016,0.0,0.0,1.0,0.0
28,CNN,"A woman discovered a baby boy, umbilical cord still attached, left in a box by a trash bin on the streets of Brazil… https://t.co/CP84Sg0wsb",Sat Dec 31 17:30:24 +0000 2016,0.0,0.0,1.0,0.0
29,CNN,Chief White House photographer @petesouza has selected his staff's best photos of President Barack Obama from 2016… https://t.co/hpWrz8ZiHn,Sat Dec 31 16:30:41 +0000 2016,0.6369,0.198,0.802,0.0
30,CNN,Trump wishes Happy New Year to 'my many enemies' https://t.co/xNn6IZUxY6 https://t.co/hXxdG9WSVq,Sat Dec 31 16:00:04 +0000 2016,0.2732,0.321,0.485,0.194
31,CNN,"Whether it was a feud, a high-profile divorce or a jewelry heist, 2016 was full of jaw-dropping celebrity moments… https://t.co/WTLfqofTgD",Sat Dec 31 15:30:01 +0000 2016,-0.34,0.0,0.87,0.13
32,CNN,"Carrie Fisher is famous not only from #StarWars, but also for her humor. Here are some of her most memorable moment… https://t.co/MxlucivyhR",Sat Dec 31 15:01:53 +0000 2016,0.3919,0.112,0.888,0.0
33,CNN,"2016 was busy for the US Border Patrol, with total nationwide arrests up 23% from 2015, according to a DHS report… https://t.co/EjbDvZ14fc",Sat Dec 31 14:30:01 +0000 2016,-0.4404,0.0,0.873,0.127
34,CNN,"2016 was rough on the music industry. Legends David Bowie, Prince, Leonard Cohen and George Michael all passed away… https://t.co/Kgx3AQ3wFN",Sat Dec 31 14:02:10 +0000 2016,0.0,0.0,1.0,0.0
35,CNN,Ronda Rousey suffers lightning-fast defeat https://t.co/7Gj9UpxqSS https://t.co/Ryz4CGQVo7,Sat Dec 31 13:30:01 +0000 2016,-0.7269,0.0,0.45,0.55
36,CNN,"A former Versace employee who is suing the company alleges that it uses a secret ""code"" for black customers… https://t.co/gOtjyTSeHd",Sat Dec 31 13:01:01 +0000 2016,-0.2732,0.0,0.89,0.11
37,CNN,George Michael's partner Fadi Fawaz says the pop star died alone https://t.co/yci61TgnSf https://t.co/Gaxh1if68Y,Sat Dec 31 12:31:01 +0000 2016,-0.6808,0.0,0.663,0.337
38,CNN,1.3 million people RSVP'd for a 15th birthday party that was supposed to be much smaller https://t.co/yW45Lhy9TP https://t.co/N5WvHYzW3t,Sat Dec 31 12:01:39 +0000 2016,0.4019,0.144,0.856,0.0
39,CNN,21 people rescued from California theme park ride after trapped more than 100 feet in the air for 7 hours:… https://t.co/be6PNclLOb,Sat Dec 31 11:15:01 +0000 2016,-0.1531,0.116,0.744,0.14
40,BBC News (World),The man behind Kinder Surprise has died at the age of 83 https://t.co/br5QQIWj1T,Sat Dec 31 19:09:24 +0000 2016,0.1779,0.28,0.529,0.19
41,BBC News (World),Bangladesh MP Manjurul Islam shot dead at home https://t.co/In25n4TjWV,Sat Dec 31 18:58:46 +0000 2016,-0.6486,0.0,0.65,0.35
42,BBC News (World),"China jails 16 over black market kidney trading
https://t.co/CzmkqaXMB3 https://t.co/TLyYmPvjrG",Sat Dec 31 18:58:42 +0000 2016,0.0,0.0,1.0,0.0
43,BBC News (World),China court jails 16 for black market kidney trading https://t.co/wA7PfVJLlz,Sat Dec 31 18:56:34 +0000 2016,0.0,0.0,1.0,0.0
44,BBC News (World),"What's the most important historic event during your lifetime?

https://t.co/Q8mpKcon3f https://t.co/O3RuAijWpY",Sat Dec 31 18:20:31 +0000 2016,0.2716,0.173,0.827,0.0
45,BBC News (World),"RT @BBCBreaking: .@UN Security Council endorses #Syria ceasefire and plans for peace talks between both sides of the conflict

https://t.co…",Sat Dec 31 18:15:00 +0000 2016,0.7184,0.312,0.602,0.086
46,BBC News (World),It's the birth millions were waiting for. ♥ 🦅 https://t.co/DzRlVuLgmU,Sat Dec 31 17:34:02 +0000 2016,0.0,0.0,1.0,0.0
47,BBC News (World),"The stories that made 2016
#YearOnTwitter

https://t.co/LvoKIumCN0",Sat Dec 31 17:04:11 +0000 2016,0.0,0.0,1.0,0.0
48,BBC News (World),Venezuela releases opposition figure Manuel Rosales https://t.co/lbVh6hAXfl,Sat Dec 31 16:23:37 +0000 2016,0.0,0.0,1.0,0.0
49,BBC News (World),"Hong Kong celebrates the start of 2017 in style 🎆

https://t.co/EbaJscqehu https://t.co/b0CvK89ESS",Sat Dec 31 16:07:56 +0000 2016,0.5719,0.252,0.748,0.0
50,BBC News (World),S Koreans protest against President Park on New Year's Eve https://t.co/q4aAsxvdHw,Sat Dec 31 16:05:30 +0000 2016,-0.25,0.0,0.818,0.182
51,BBC News (World),EgyptAir crash: Bodies of crew members returned to families https://t.co/yc0Jkr5Ke5,Sat Dec 31 16:05:28 +0000 2016,-0.4019,0.0,0.769,0.231
52,BBC News (World),French workers get 'right to disconnect' from emails out of hours https://t.co/xiXHR8jYpk,Sat Dec 31 15:56:29 +0000 2016,0.0,0.0,1.0,0.0
53,BBC News (World),Eagle chick hatches on Florida webcam https://t.co/AjTDJZ6qLF,Sat Dec 31 15:18:13 +0000 2016,0.0,0.0,1.0,0.0
54,BBC News (World),Indian party chief reinstates sacked son Akhilesh Yadav https://t.co/fNwMv0BdNU,Sat Dec 31 15:02:26 +0000 2016,0.4019,0.252,0.748,0.0
55,BBC News (World),'Russia hacking code' found on Vermont utility computer https://t.co/kTttPC2JqZ,Sat Dec 31 14:35:29 +0000 2016,0.0,0.0,1.0,0.0
56,BBC News (World),"2017 goes off with a bang in Sydney. Happy new year, Australia! 🎆 https://t.co/2Hx3yzfVdW",Sat Dec 31 13:22:26 +0000 2016,0.6114,0.25,0.75,0.0
57,BBC News (World),India mine collapse: Bodies of 13 recovered in Jharkhand https://t.co/0OZT2Am5SM,Sat Dec 31 12:42:53 +0000 2016,-0.4939,0.0,0.738,0.262
58,BBC News (World),New Zealand fireworks welcome 2017 https://t.co/NlGSn6WNfO,Sat Dec 31 11:44:23 +0000 2016,0.4588,0.375,0.625,0.0
59,BBC News (World),New Year celebrations: NZ's Auckland first world city to welcome in 2017 https://t.co/eb3Wj8rcM5,Sat Dec 31 11:10:49 +0000 2016,0.4588,0.2,0.8,0.0
60,CBS News,Google reveals most searched celebrities of 2016 https://t.co/KVd26OfBXa https://t.co/EaUUnQHOto,Sat Dec 31 20:00:41 +0000 2016,0.0,0.0,1.0,0.0
61,CBS News,"See how performing is ""self-therapy"" for this Grammy-nominated artist https://t.co/5WMEnLF4IG https://t.co/xKTubMjeWM",Sat Dec 31 19:15:01 +0000 2016,0.0,0.0,1.0,0.0
62,CBS News,"This Juneau, Alaska avalanche was caught on camera https://t.co/6K4oxyvYmx https://t.co/V1ZWAPKjMH",Sat Dec 31 18:50:03 +0000 2016,0.0,0.0,1.0,0.0
63,CBS News,Police in Brazil believe that Greece’s ambassador to the country was killed by his wife’s lover… https://t.co/2phGhXaD4x,Sat Dec 31 18:30:01 +0000 2016,-0.6705,0.0,0.78,0.22
64,CBS News,President-elect Donald Trump wished his “many enemies” a happy new year on Twitter https://t.co/akjmLqRu66 https://t.co/tzih1aXKev,Sat Dec 31 18:05:01 +0000 2016,0.5719,0.222,0.778,0.0
65,CBS News,After 79 years the Carnegie Delicatessen will slice its last ridiculously oversized sandwich https://t.co/Ex2lv7FkDu https://t.co/kie066DCP6,Sat Dec 31 17:40:01 +0000 2016,-0.25,0.083,0.774,0.143
66,CBS News,Here are the tech trends you should be watching in 2017 https://t.co/6VPZRhobzm https://t.co/wvGjgolRrR,Sat Dec 31 17:15:01 +0000 2016,0.0,0.0,1.0,0.0
67,CBS News,"This state trooper was shot dead while responding to a report, police say https://t.co/k3heq4iOUg https://t.co/RnpaZKFSqm",Sat Dec 31 16:50:01 +0000 2016,-0.6486,0.0,0.751,0.249
68,CBS News,The period between Christmas and New Year’s Day is an ideal time to plot your course on tackling college debt… https://t.co/NiSPsvARUR,Sat Dec 31 16:25:01 +0000 2016,0.5267,0.145,0.855,0.0
69,CBS News,Massive sand trucks have been added to NYC's New Year's Eve security plans https://t.co/Rkx6xQgbEW https://t.co/oM8ofnCj5n,Sat Dec 31 16:00:02 +0000 2016,0.34,0.146,0.854,0.0
70,CBS News,"This zoo euthanized a 25-year-old lion named Zenda, believed to be the oldest lion in the U.S.… https://t.co/MWxsdDeUrw",Sat Dec 31 15:50:02 +0000 2016,0.0,0.0,1.0,0.0
71,CBS News,"Two people are dead and two injured after a shooting outside a theater, police say https://t.co/A1TkgS2MJp https://t.co/vXXqXwdcxo",Sat Dec 31 15:35:29 +0000 2016,-0.7906,0.0,0.65,0.35
72,CBS News,"This NYPD officer was on a cell phone when a prisoner escaped, sources say https://t.co/dz1gbvlNoN https://t.co/Gj1IQbSN26",Sat Dec 31 15:20:01 +0000 2016,-0.5423,0.0,0.788,0.212
73,CBS News,"This farm ride trapped 21 people 100 feet in the air, officials say https://t.co/xBIs9AcrmS https://t.co/mvyR5NN1s2",Sat Dec 31 15:00:02 +0000 2016,-0.5267,0.0,0.805,0.195
74,CBS News,Ronda Rousey’s UFC comeback didn’t even last a minute https://t.co/EaPyI3fJE2 https://t.co/cORxCLcZtr,Sat Dec 31 14:35:01 +0000 2016,0.0,0.0,1.0,0.0
75,CBS News,A state electric utility confirmed it had found a malware code the U.S. government says is used by Russian hackers… https://t.co/aVFQ45XGER,Sat Dec 31 14:12:55 +0000 2016,0.0,0.0,1.0,0.0
76,CBS News,"Debbie Reynolds and Carrie Fisher to be buried together, Todd Fisher says https://t.co/H0lPMpdwsu https://t.co/8v2HvZjn38",Sat Dec 31 13:00:01 +0000 2016,0.0,0.0,1.0,0.0
77,CBS News,WATCH: Putin's response to U.S. actions against Russia leads today's Eye Opener - your world in 90 seconds:… https://t.co/hSe2wrzOHU,Sat Dec 31 12:45:01 +0000 2016,0.0,0.0,1.0,0.0
78,CBS News,See if your local Sears or Kmart is closing in 2017 https://t.co/JOfwjiKNIH https://t.co/ZJEaxBkFmV,Sat Dec 31 12:30:01 +0000 2016,0.0,0.0,1.0,0.0
79,CBS News,Stephen Colbert describes his pre-show ritual in interview with @FaceTheNation https://t.co/S9zmvMDhnT https://t.co/HTxJYm9EQH,Sat Dec 31 12:00:02 +0000 2016,0.0,0.0,1.0,0.0
80,The New York Times,"As Trump praises Putin, many Americans, accustomed to be suspicious of Russia, are confused and uneasy https://t.co/rX4Fz6fH2c",Sat Dec 31 19:50:02 +0000 2016,-0.4588,0.143,0.546,0.311
81,The New York Times,Be a part of the fiery festivals of 2016 from around the world https://t.co/06SS7cVdQe #Daily360 https://t.co/u301CMGg9D,Sat Dec 31 19:40:04 +0000 2016,0.0258,0.14,0.726,0.134
82,The New York Times,"Cyril Tyson, fighter of poverty and father of famed physicist Neil deGrasse Tyson, has died at 89 https://t.co/i4hwb9pE73",Sat Dec 31 19:30:13 +0000 2016,-0.743,0.068,0.638,0.294
83,The New York Times,"Destroyed by the Islamic State, Syria's cultural sites will get a second life at the Louvre  https://t.co/yEpwMBK5vU",Sat Dec 31 19:20:08 +0000 2016,-0.4939,0.0,0.824,0.176
84,The New York Times,"The son of a famous pastor, Bart Campolo is now an atheist — using the skills he learned in the world he left behind https://t.co/Ho53vkFnJQ",Sat Dec 31 19:10:04 +0000 2016,0.0,0.0,1.0,0.0
85,The New York Times,The typical American diet includes far too much added sugar. Can you stay under a healthy limit? https://t.co/cFgf3imuar via @nytopinion,Sat Dec 31 19:00:03 +0000 2016,0.4019,0.13,0.87,0.0
86,The New York Times,"Sam Siatta, a Marine veteran, was blackout drunk when he forced his way into a house he apparently thought was his https://t.co/R5W4anv83u",Sat Dec 31 18:45:05 +0000 2016,-0.6597,0.0,0.769,0.231
87,The New York Times,"Natalie Cole's extreme highs and lows: Every time she hit it big, something knocked her down https://t.co/RxmMZnrw50 https://t.co/oXpH99semX",Sat Dec 31 18:30:13 +0000 2016,-0.2023,0.0,0.904,0.096
88,The New York Times,"With 3 weeks left in office, Obama is using all his powers to cement his legacy and make undoing it harder for Trump https://t.co/YPEzs09tMq",Sat Dec 31 18:15:05 +0000 2016,0.0,0.0,1.0,0.0
89,The New York Times,"Trump will build 2 resorts in Indonesia, forging relationships with powerful political figures there https://t.co/G9EejWdXqf",Sat Dec 31 17:56:03 +0000 2016,0.4215,0.177,0.823,0.0
90,The New York Times,"The campaign ad that moved people the most in 2016: Bernie Sanders’s ""America""  https://t.co/dC32LKkRGo via @nytopinion",Sat Dec 31 17:46:02 +0000 2016,0.0,0.0,1.0,0.0
91,The New York Times,"In the Czech Republic, questions swirl about Russian influence in the presidential palace https://t.co/mUrKH7HfJA",Sat Dec 31 17:36:06 +0000 2016,0.0,0.0,1.0,0.0
92,The New York Times,Our top 10 comments of the week https://t.co/266OF0I92a https://t.co/QEMV2zXDlP,Sat Dec 31 17:26:05 +0000 2016,0.2023,0.184,0.816,0.0
93,The New York Times,The rooms they left behind: A look at the spaces of 10 notable people we lost in 2016 https://t.co/RcjS8SECCQ https://t.co/KTo7EguvfB,Sat Dec 31 17:16:11 +0000 2016,-0.3182,0.0,0.887,0.113
94,The New York Times,"If China shuts down their ivory market, will this save the elephants? This is what experts have to say. https://t.co/AHXwiPr0BL",Sat Dec 31 17:06:05 +0000 2016,0.5789,0.165,0.835,0.0
95,The New York Times,Check your Netflix queue and make sure you don’t miss out on any of these movies before Jan. 1 https://t.co/s7H8Sjhu8h,Sat Dec 31 17:01:03 +0000 2016,0.1779,0.11,0.813,0.077
96,The New York Times,The killing of the Greek ambassaor to Brazil was shocking even for the crime-weary city of Rio de Janeiro https://t.co/og0mRYJCzR,Sat Dec 31 16:46:07 +0000 2016,-0.7964,0.0,0.717,0.283
97,The New York Times,"Hillary Clinton's loss was a loss for feminism, too https://t.co/I3evCNumY7 via @nytopinion",Sat Dec 31 16:31:02 +0000 2016,-0.5574,0.0,0.662,0.338
98,The New York Times,Choose a month this year to quit sugar. Go cold turkey. https://t.co/clg68XTX84 via @nytopinion,Sat Dec 31 16:16:05 +0000 2016,0.0,0.0,1.0,0.0
99,The New York Times,The Connecticut Supreme Court reinstated a Kennedy cousin's murder conviction in the 1975 killing of a teen https://t.co/FRqKjMd1fr,Sat Dec 31 16:01:01 +0000 2016,-0.7579,0.14,0.506,0.354
100,Fox News,"Before you hit your local vintner, it's important to know what you're getting when it comes to high-end bubbles.  https://t.co/KWEsxHnC7W",Sat Dec 31 20:01:00 +0000 2016,0.2023,0.087,0.913,0.0
101,Fox News,.@martinamcbride wishes all of you a Happy New Year! #FoxNews2017 https://t.co/tawRwRZ6AQ,Sat Dec 31 19:58:23 +0000 2016,0.68,0.411,0.589,0.0
102,Fox News,RT @GregGutfeldShow: Make us part of your NYE celebration! We'll be looking back at “The Year of Trump” on a special #Gutfeld Show today at…,Sat Dec 31 19:48:53 +0000 2016,0.4574,0.115,0.885,0.0
103,Fox News,First of 2 Florida bald eaglets hatches. WATCH: https://t.co/jYE7CUF06A https://t.co/XZKsIcYVAG,Sat Dec 31 19:46:47 +0000 2016,0.0,0.0,1.0,0.0
104,Fox News,.@meghanmccain is excited to see what politics has in store for next year! What are you looking forward to?… https://t.co/mYl9ucS8sx,Sat Dec 31 19:45:07 +0000 2016,0.4003,0.124,0.876,0.0
105,Fox News,"A look at the new year in Kuala Lumpur, Malaysia! #FoxNews2017 https://t.co/s8sFYfgqGZ",Sat Dec 31 19:34:43 +0000 2016,0.0,0.0,1.0,0.0
106,Fox News,.@GregGutfeld can’t wait for the NEW year! Are you ready? #FoxNews2017 https://t.co/ChsqJVMxDT,Sat Dec 31 19:27:54 +0000 2016,0.4199,0.202,0.798,0.0
107,Fox News,"'The Year of Trump': Tonight at 5p ET, @GregGutfeldShow takes a look back at the debates, tweets and memorable mome… https://t.co/btSknitAig",Sat Dec 31 19:26:21 +0000 2016,0.0,0.0,1.0,0.0
108,Fox News,It's a nautical mystery... https://t.co/XEigNyRpHL,Sat Dec 31 19:13:32 +0000 2016,0.0,0.0,1.0,0.0
109,Fox News,"""The only thing deplorable was @HillaryClinton's basket of grossly generalistic comments."" - @ToddStarnes https://t.co/nOlQdajpjV",Sat Dec 31 19:09:13 +0000 2016,-0.2263,0.0,0.863,0.137
110,Fox News,Here’s a New Year’s resolution to try out. https://t.co/KzNK3p5P9R,Sat Dec 31 19:05:06 +0000 2016,0.0,0.0,1.0,0.0
111,Fox News,.@RondaRousey's UFC comeback didn't even last a minute. https://t.co/kyrJQx8S0T,Sat Dec 31 19:00:02 +0000 2016,0.0,0.0,1.0,0.0
112,Fox News,@RondaRousey's UFC comeback didn't even last a minute. https://t.co/kyrJQx8S0T,Sat Dec 31 18:59:44 +0000 2016,0.0,0.0,1.0,0.0
113,Fox News,Read their letter to @POTUS: https://t.co/VrzUiN4IT7,Sat Dec 31 18:48:02 +0000 2016,0.0,0.0,1.0,0.0
114,Fox News,.@TheSlyStallone will attend President-elect @realDonaldTrump's New Years' Eve party. https://t.co/VT5FvIMun8,Sat Dec 31 18:45:58 +0000 2016,0.4019,0.231,0.769,0.0
115,Fox News,HS football team places orange roses at the feet of cheerleader battling leukemia. More feel-good stories of 2016:… https://t.co/zlV0HhEgEO,Sat Dec 31 18:33:17 +0000 2016,-0.0516,0.09,0.81,0.1
116,Fox News,RT @BryanLlenas: Live from Times Square on @foxnews - the countdown to the ball drop! Here's a view from my Snapchat @Spectacles https://t.…,Sat Dec 31 18:29:32 +0000 2016,-0.3382,0.0,0.893,0.107
117,Fox News,“It has been the privilege of my life to serve as your president…Have a happy and blessed 2017.” - @POTUS  https://t.co/wkDxhYWt0C,Sat Dec 31 18:28:54 +0000 2016,0.8779,0.387,0.613,0.0
118,Fox News,Can you guess @JennaLeeUSA’s New Year’s resolution? It looks interesting! #FoxNews2017 https://t.co/wVnudKRjx4,Sat Dec 31 18:25:59 +0000 2016,0.4574,0.214,0.786,0.0
119,Fox News,RT @GriffJenkins: Get Ready... #FoxNews2017 @wildhorseTN @FoxNews #nashville https://t.co/zWOPxHh86A,Sat Dec 31 18:24:25 +0000 2016,0.0,0.0,1.0,0.0
120,CNN,"China will ban ivory trade by end of 2017, a move that could save African elephants from extinction:… https://t.co/JTpouBChF3",Sat Dec 31 19:30:01 +0000 2016,-0.1027,0.14,0.702,0.158
121,CNN,Vermont utility finds alleged Russian malware on computer https://t.co/e3cZaFev79 https://t.co/vq2QkSymRZ,Sat Dec 31 19:12:33 +0000 2016,0.0,0.0,1.0,0.0
122,CNN,What New Year's Eve celebrations look like around the world https://t.co/kpruPNanau,Sat Dec 31 19:00:02 +0000 2016,0.3612,0.2,0.8,0.0
123,CNN,"The US military is warning against the danger of troops over-consuming energy drinks, saying it could be harmful… https://t.co/Tv6CVMMFwD",Sat Dec 31 18:30:01 +0000 2016,-0.5719,0.088,0.669,0.243
124,CNN,"As the clock strikes midnight around the globe, major cities are ringing in the new year with fireworks and celebra… https://t.co/xiqJG7ggEZ",Sat Dec 31 18:14:49 +0000 2016,-0.3612,0.0,0.889,0.111
125,CNN,https://t.co/qqljMsmH6L,Sat Dec 31 18:14:07 +0000 2016,0.0,0.0,1.0,0.0
126,CNN,"RT @CNNConnect: “No more politics, let’s get back to the joy.” Music legend @QuincyDJones shares his #NewYearsResolution w/ @BeckyCNN. http…",Sat Dec 31 18:04:01 +0000 2016,0.296,0.104,0.896,0.0
127,CNN,Donald Trump will say goodbye to 2016 alongside 800 paying guests at his Mar-a-Lago estate Saturday… https://t.co/6B2tBG2ICG,Sat Dec 31 17:53:30 +0000 2016,0.0,0.0,1.0,0.0
128,CNN,"A woman discovered a baby boy, umbilical cord still attached, left in a box by a trash bin on the streets of Brazil… https://t.co/CP84Sg0wsb",Sat Dec 31 17:30:24 +0000 2016,0.0,0.0,1.0,0.0
129,CNN,Chief White House photographer @petesouza has selected his staff's best photos of President Barack Obama from 2016… https://t.co/hpWrz8ZiHn,Sat Dec 31 16:30:41 +0000 2016,0.6369,0.198,0.802,0.0
130,CNN,Trump wishes Happy New Year to 'my many enemies' https://t.co/xNn6IZUxY6 https://t.co/hXxdG9WSVq,Sat Dec 31 16:00:04 +0000 2016,0.2732,0.321,0.485,0.194
131,CNN,"Whether it was a feud, a high-profile divorce or a jewelry heist, 2016 was full of jaw-dropping celebrity moments… https://t.co/WTLfqofTgD",Sat Dec 31 15:30:01 +0000 2016,-0.34,0.0,0.87,0.13
132,CNN,"Carrie Fisher is famous not only from #StarWars, but also for her humor. Here are some of her most memorable moment… https://t.co/MxlucivyhR",Sat Dec 31 15:01:53 +0000 2016,0.3919,0.112,0.888,0.0
133,CNN,"2016 was busy for the US Border Patrol, with total nationwide arrests up 23% from 2015, according to a DHS report… https://t.co/EjbDvZ14fc",Sat Dec 31 14:30:01 +0000 2016,-0.4404,0.0,0.873,0.127
134,CNN,"2016 was rough on the music industry. Legends David Bowie, Prince, Leonard Cohen and George Michael all passed away… https://t.co/Kgx3AQ3wFN",Sat Dec 31 14:02:10 +0000 2016,0.0,0.0,1.0,0.0
135,CNN,Ronda Rousey suffers lightning-fast defeat https://t.co/7Gj9UpxqSS https://t.co/Ryz4CGQVo7,Sat Dec 31 13:30:01 +0000 2016,-0.7269,0.0,0.45,0.55
136,CNN,"A former Versace employee who is suing the company alleges that it uses a secret ""code"" for black customers… https://t.co/gOtjyTSeHd",Sat Dec 31 13:01:01 +0000 2016,-0.2732,0.0,0.89,0.11
137,CNN,George Michael's partner Fadi Fawaz says the pop star died alone https://t.co/yci61TgnSf https://t.co/Gaxh1if68Y,Sat Dec 31 12:31:01 +0000 2016,-0.6808,0.0,0.663,0.337
138,CNN,1.3 million people RSVP'd for a 15th birthday party that was supposed to be much smaller https://t.co/yW45Lhy9TP https://t.co/N5WvHYzW3t,Sat Dec 31 12:01:39 +0000 2016,0.4019,0.144,0.856,0.0
139,CNN,21 people rescued from California theme park ride after trapped more than 100 feet in the air for 7 hours:… https://t.co/be6PNclLOb,Sat Dec 31 11:15:01 +0000 2016,-0.1531,0.116,0.744,0.14
140,BBC News (World),The man behind Kinder Surprise has died at the age of 83 https://t.co/br5QQIWj1T,Sat Dec 31 19:09:24 +0000 2016,0.1779,0.28,0.529,0.19
141,BBC News (World),Bangladesh MP Manjurul Islam shot dead at home https://t.co/In25n4TjWV,Sat Dec 31 18:58:46 +0000 2016,-0.6486,0.0,0.65,0.35
142,BBC News (World),"China jails 16 over black market kidney trading
https://t.co/CzmkqaXMB3 https://t.co/TLyYmPvjrG",Sat Dec 31 18:58:42 +0000 2016,0.0,0.0,1.0,0.0
